latitude,longitude,acq_date,acq_time,frp,brightness,bright_t31,confidence,risk_score,risk_level
28.42625,69.69794,2026-08-15,2038,0.85,307.18,294.14,n,7.4,Low
23.16633,82.3391,2026-08-15,2040,1.77,297.19,265.95,n,2.54,Low
21.10614,72.64859,2026-08-15,2040,1.51,300.38,265.29,n,4.12,Low
21.10682,72.64341,2026-08-15,2040,4.1,316.57,269.23,n,15.06,Low
25.39021,68.58022,2026-08-15,2040,0.51,306.4,281.86,n,6.72,Low
25.942,72.1899,2026-08-15,2040,1.12,307.92,288.2,n,8.02,Low
15.17897,77.10359,2026-08-15,2042,0.75,302.38,284.12,n,4.66,Low
15.17622,77.09935,2026-08-15,2042,1.14,300.72,283.57,n,4.03,Low
15.02488,78.01537,2026-08-15,2042,0.92,305.29,289.14,n,6.41,Low
18.69004,73.0424,2026-08-15,2042,4.35,308.29,288.23,n,10.65,Low
12.23028,79.20409,2026-08-15,2042,0.65,303.61,280.63,n,5.27,Low
12.29187,78.93195,2026-08-15,2042,0.84,300.29,275.58,n,3.57,Low
12.28915,78.93369,2026-08-15,2042,0.9,299.95,275.68,n,3.42,Low
13.60553,76.79213,2026-08-15,2042,0.41,301.13,286.81,n,3.71,Low
14.37725,79.89831,2026-08-15,2042,1.09,304.74,267.56,n,6.23,Low
15.02144,78.01479,2026-08-15,2042,0.92,310.19,289.18,n,9.13,Low
13.16287,80.28493,2026-08-15,2042,5.01,313.34,290.47,n,13.95,Low
13.15892,80.28419,2026-08-15,2042,11.5,338.12,291.24,n,32.58,Low
18.68268,73.04128,2026-08-15,2042,3.45,305.74,286.79,n,8.55,Low
18.68394,73.03215,2026-08-15,2042,4.49,310.27,290.08,n,11.85,Low
15.33481,76.28645,2026-08-15,2042,0.97,305.36,286.38,n,6.48,Low
11.80888,77.9234,2026-08-15,2044,1.75,309.59,270.04,n,9.42,Low
11.81028,77.92094,2026-08-15,2044,0.81,296.33,269.71,n,1.35,Low
11.8096,77.92503,2026-08-15,2044,0.81,308.4,269.92,n,8.05,Low
11.21336,77.89606,2026-08-15,2044,0.91,304.47,274.78,n,5.94,Low
10.62393,79.12068,2026-08-15,2044,1.55,300.22,272.74,n,4.06,Low
10.62608,79.11906,2026-08-15,2044,1.41,310.41,272.97,n,9.62,Low
10.92917,77.06458,2026-08-15,2044,0.54,302.5,277.82,n,4.57,Low
10.61674,77.42191,2026-08-15,2044,0.44,296.05,272.09,n,0.91,Low
9.33741,78.60825,2026-08-15,2044,1.12,304.15,277.2,n,5.92,Low
6.82898,81.17235,2026-08-15,2044,0.94,306.56,283.54,n,7.13,Low
6.82814,81.17716,2026-08-15,2044,0.94,301.74,282.98,n,4.45,Low
6.82433,81.17148,2026-08-15,2044,2.5700000000000003,329.63,284.13,n,21.17,Low
6.82513,81.16695,2026-08-15,2044,2.05,301.6,282.42,n,5.2,Low
6.82044,81.16622,2026-08-15,2044,2.05,308.11,284.85,n,8.82,Low
6.81964,81.17075,2026-08-15,2044,2.5700000000000003,313.61,283.91,n,12.27,Low
6.8224800000000005,81.16821,2026-08-15,2044,1.84,316.25,284.85,n,13.19,Low
6.81776,81.16775,2026-08-15,2044,1.84,307.37,285.17,n,8.25,Low
6.73721,81.02435,2026-08-15,2044,2.02,298.91,280.6,n,3.69,Low
6.73881,81.02721,2026-08-15,2044,1.29,305.05,282.29,n,6.55,Low
12.09803,78.35358,2026-08-15,2044,0.7000000000000001,295.31,267.92,n,0.7,Low
11.8396,78.97262,2026-08-15,2044,0.92,306.04,280.59,n,6.82,Low
33.2472,71.29536,2026-08-15,2218,2.9,309.79,287.99,n,10.39,Low
33.24935,71.28817,2026-08-15,2218,5.99,313.25,287.98,n,14.63,Low
33.24773,71.29378,2026-08-15,2218,3.28,317.5,287.68,n,14.96,Low
33.24991,71.28664,2026-08-15,2218,3.28,306.94,287.96,n,9.09,Low
8.05624,81.24507,2026-08-16,748,4.3,334.06,295.23,n,24.93,Low
7.87655,81.41111,2026-08-16,748,1.79,328.72,290.2,n,20.08,Low
7.88076,81.48351,2026-08-16,748,5.64,344.73,292.88,n,31.86,Low
7.87693,81.48414,2026-08-16,748,5.64,334.22,292.35,n,26.02,Low
7.87898,81.48672,2026-08-16,748,10.65,338.59,293.62,n,32.2,Low
7.86138,81.47504,2026-08-16,748,10.54,339.81,291.47,n,32.8,Low
7.73887,81.26031,2026-08-16,748,1.89,327.95,294.07,n,19.72,Low
7.73834,81.5024,2026-08-16,748,1.61,330.97,293.0,n,21.19,Low
7.4564,81.34227,2026-08-16,748,4.99,334.64,290.53,n,25.76,Low
7.31004,80.93993,2026-08-16,748,5.54,327.22,290.27,n,22.06,Low
7.26022,81.79184,2026-08-16,748,3.77,329.28,286.27,n,21.87,Low
7.18742,81.82262,2026-08-16,748,3.53,329.86,286.35,n,22.01,Low
6.72965,81.52991,2026-08-16,748,7.91,337.55,284.2,n,29.57,Low
8.06344,81.18587,2026-08-16,748,6.49,340.33,293.2,n,30.05,Low
8.05773,81.24693,2026-08-16,748,3.58,330.12,294.06,n,22.2,Low
8.05386,81.24757,2026-08-16,748,3.58,331.78,294.43,n,23.12,Low
11.92912,79.67993,2026-08-16,750,4.37,340.8,298.78,n,28.72,Low
10.95975,78.94122,2026-08-16,750,2.66,336.56,298.68,n,25.08,Low
10.85651,79.07156,2026-08-16,750,6.22,335.25,301.56,n,27.03,Low
10.8337,79.31152,2026-08-16,750,4.59,342.14,300.7,n,29.63,Low
10.53129,79.73779,2026-08-16,750,2.77,332.24,299.65,n,22.77,Low
10.20671,78.83601,2026-08-16,750,3.96,333.99,298.64,n,24.63,Low
9.85071,77.88331,2026-08-16,750,1.3,332.78,297.59,n,21.96,Low
9.85307,77.88065,2026-08-16,750,1.64,335.86,297.51,n,23.93,Low
9.45774,77.60921,2026-08-16,750,5.97,339.95,297.11,n,29.45,Low
9.45867,77.61446,2026-08-16,750,5.97,342.14,296.88,n,30.67,Low
9.6554,80.30992,2026-08-16,750,9.63,355.1,292.62,n,40.61,Medium
9.319,79.30539,2026-08-16,750,4.67,337.47,272.45,n,27.1,Low
9.459,80.47677,2026-08-16,750,4.75,341.37,293.63,n,29.32,Low
9.45503,80.47744,2026-08-16,750,4.75,329.83,293.37,n,22.91,Low
9.3233,80.19555,2026-08-16,750,3.18,333.77,290.77,n,23.92,Low
8.76996,78.10783,2026-08-16,750,2.39,335.8,286.4,n,24.46,Low
8.90999,80.47983,2026-08-16,750,7.28,344.01,295.13,n,32.69,Low
8.8501,80.42207,2026-08-16,750,1.69,334.26,292.67,n,23.08,Low
8.84015,80.60784,2026-08-16,750,3.8,331.63,289.47,n,23.2,Low
14.56621,77.56371,2026-08-16,750,6.17,345.18,294.68,n,32.51,Low
14.56593,77.56482,2026-08-16,750,4.13,341.41,294.23,n,28.88,Low
14.64689,79.2653,2026-08-16,750,3.94,333.62,287.95,n,24.41,Low
14.06632,77.34638,2026-08-16,750,2.69,337.35,297.1,n,25.55,Low
12.61864,80.07019,2026-08-16,750,3.24,331.42,301.49,l,22.66,Low
12.32878,78.75077,2026-08-16,750,15.33,349.65,303.03,n,41.86,Medium
12.3682,78.99841,2026-08-16,750,6.01,335.85,301.54,n,27.2,Low
12.43197,79.43339,2026-08-16,750,3.07,339.44,299.32,n,26.99,Low
12.21654,79.85169,2026-08-16,750,3.2,337.97,299.27,n,26.27,Low
12.03929,79.50043,2026-08-16,750,3.09,339.7,300.91,n,27.15,Low
11.94788,79.04879,2026-08-16,750,4.5600000000000005,336.96,299.72,n,26.73,Low
11.46932,79.35802,2026-08-16,750,2.64,332.09,299.45,n,22.59,Low
11.40386,79.70392,2026-08-16,750,2.19,332.63,299.83,n,22.55,Low
10.92125,78.4465,2026-08-16,750,3.75,333.11,300.93,n,23.98,Low
11.08317,79.47999,2026-08-16,750,4.53,338.97,293.66,n,27.83,Low
16.85509,79.1368,2026-08-16,752,4.27,330.97,292.29,n,23.19,Low
23.71242,86.45026,2026-08-16,752,2.04,332.31,289.61,n,22.26,Low
23.80482,86.32938,2026-08-16,752,6.8100000000000005,336.19,290.31,n,27.99,Low
22.36782,87.30247,2026-08-16,752,2.37,330.84,285.54,n,21.69,Low
22.37709,87.27881,2026-08-16,752,5.71,332.37,287.18,n,25.04,Low
27.4415,70.79316,2026-08-16,754,2.1,337.65,298.49,n,25.27,Low
27.32376,71.15984,2026-08-16,754,2.66,339.18,297.48,n,26.54,Low
30.03814,71.55405,2026-08-16,756,3.21,331.37,297.92,n,22.61,Low
30.65555,74.16005,2026-08-16,756,3.35,336.41,296.81,n,25.52,Low
30.56189,72.18955,2026-08-16,756,3.98,336.38,297.4,n,25.97,Low
31.0305,73.36909,2026-08-16,756,6.02,330.39,302.55,l,24.18,Low
30.68955,71.74601,2026-08-16,756,5.2,337.11,296.32,n,27.29,Low
30.89985,71.96447,2026-08-16,756,5.5600000000000005,338.45,296.86,n,28.31,Low
31.37678,72.17642,2026-08-16,756,4.21,338.72,297.01,n,27.45,Low
30.03752,72.56381,2026-08-16,756,6.57,341.13,298.16,n,30.56,Low
29.97123,72.10835,2026-08-16,756,2.95,330.37,298.84,n,21.86,Low
30.30352,73.35507,2026-08-16,756,2.95,330.83,297.26,n,22.12,Low
30.42686,73.71638,2026-08-16,756,4.55,342.02,296.02,n,29.53,Low
27.30517,95.31655,2026-08-16,1838,4.12,299.58,277.63,n,5.63,Low
27.32653,95.27569,2026-08-16,2019,1.01,303.59,285.06,n,5.53,Low
23.68976,87.09792,2026-08-16,2019,1.13,297.24,268.87,n,2.09,Low
23.79461,86.35178,2026-08-16,2019,1.21,296.15,261.93,n,1.55,Low
23.79429,86.3544,2026-08-16,2019,0.52,296.66,261.64,n,1.31,Low
23.78065,86.34676,2026-08-16,2019,1.23,295.08,264.35,n,0.97,Low
23.78283,86.21016,2026-08-16,2019,0.51,296.19,262.46,n,1.04,Low
23.77923,86.20941,2026-08-16,2019,1.72,309.51,262.94,n,9.35,Low
23.82256,85.49575,2026-08-16,2019,1.43,302.8,278.35,n,5.41,Low
37.30309,77.71994,2026-08-16,2019,1.12,300.9,283.37,n,4.12,Low
23.71088,85.28767,2026-08-16,2019,0.41,300.01,274.78,n,3.09,Low
23.69622,85.37119,2026-08-16,2019,1.19,303.45,276.34,n,5.59,Low
23.75624,85.8518,2026-08-16,2019,2.37,310.63,280.13,n,10.46,Low
25.03796,87.39037,2026-08-16,2019,0.3,295.34,268.71,n,0.41,Low
23.75901,85.8569,2026-08-16,2019,1.26,305.05,279.7,n,6.53,Low
23.82388,84.57319,2026-08-16,2019,1.28,307.11,273.38,n,7.69,Low
23.69631,85.28904,2026-08-16,2019,0.64,300.29,274.73,n,3.42,Low
23.73841,85.00768,2026-08-16,2019,0.87,303.12,278.09,n,5.16,Low
23.64884,85.43541,2026-08-16,2019,1.39,304.07,274.32,n,6.08,Low
23.64809,85.43964,2026-08-16,2019,2.02,318.07,273.03,n,14.33,Low
23.72058,85.00829,2026-08-16,2019,0.44,302.03,274.47,n,4.24,Low
23.48163,87.36025,2026-08-16,2019,3.31,311.77,278.91,n,11.8,Low
23.78699,85.55426,2026-08-16,2019,0.73,304.07,278.48,n,5.59,Low
23.68358,86.09312,2026-08-16,2019,0.87,304.62,274.35,n,6.0,Low
23.68162,86.0834,2026-08-16,2019,0.92,299.64,273.67,n,3.27,Low
23.68001,86.09234,2026-08-16,2019,0.87,303.11,274.08,n,5.16,Low
23.67724,86.0871,2026-08-16,2019,1.11,300.84,273.71,n,4.08,Low
23.63231,86.29353,2026-08-16,2019,0.74,300.99,267.55,n,3.88,Low
23.74492,85.50591,2026-08-16,2019,0.43,299.47,273.56,n,2.81,Low
17.06268,76.97933,2026-08-16,2021,1.23,304.44,290.34,n,6.17,Low
16.48338,79.32732,2026-08-16,2021,2.43,301.16,283.73,n,5.24,Low
16.13906,78.94816,2026-08-16,2021,1.16,306.38,289.05,n,7.19,Low
16.80935,79.91482,2026-08-16,2021,2.22,306.66,291.22,n,8.14,Low
11.00697,78.65388,2026-08-16,2023,0.34,301.05,275.21,n,3.62,Low
15.65948,73.98701,2026-08-16,2023,1.31,305.13,288.56,n,6.61,Low
15.22664,76.76346,2026-08-16,2023,0.8200000000000001,300.09,278.08,n,3.44,Low
15.17787,77.10235,2026-08-16,2023,0.59,298.51,273.99,n,2.39,Low
15.17421,77.10181,2026-08-16,2023,0.59,298.95,274.65,n,2.64,Low
15.1829,76.66685,2026-08-16,2023,1.96,316.76,274.66,n,13.56,Low
15.17785,76.67564,2026-08-16,2023,1.32,304.74,273.98,n,6.4,Low
15.17668,76.65643,2026-08-16,2023,2.73,313.84,279.49,n,12.51,Low
15.16656,76.67412,2026-08-16,2023,0.52,295.92,271.83,n,0.9,Low
11.81462,77.91779,2026-08-16,2023,1.6800000000000002,306.86,284.95,n,7.85,Low
9.55242,80.3984,2026-08-16,2023,2.52,307.71,291.82,n,8.95,Low
10.35551,77.15921,2026-08-16,2023,0.65,298.6,279.64,n,2.49,Low
10.35654,77.1524,2026-08-16,2023,0.97,312.75,278.28,n,10.59,Low
10.35705,77.14909,2026-08-16,2023,0.97,300.2,277.8,n,3.62,Low
10.36002,77.15292,2026-08-16,2023,0.97,305.9,278.2,n,6.78,Low
10.36054,77.14954,2026-08-16,2023,0.97,307.66,278.32,n,7.76,Low
11.17648,79.08794,2026-08-16,2023,0.41,299.38,272.57,n,2.74,Low
7.98776,79.86501,2026-08-16,2025,1.82,304.05,292.58,n,6.39,Low
7.34767,81.24226,2026-08-16,2025,1.57,307.5,293.49,n,8.12,Low
7.35945,81.23593,2026-08-16,2025,3.79,328.47,293.6,n,21.44,Low
7.437,81.27293,2026-08-16,2025,0.75,305.52,293.31,n,6.41,Low
7.52707,81.07053,2026-08-16,2025,2.35,323.31,293.47,n,17.49,Low
7.78494,80.4927,2026-08-16,2025,2.84,330.13,292.38,n,21.65,Low
6.33424,81.09734,2026-08-16,2025,0.93,310.21,292.51,n,9.15,Low
6.60892,81.18781,2026-08-16,2025,1.6800000000000002,309.21,291.97,n,9.15,Low
6.68423,81.03857,2026-08-16,2025,1.51,315.79,291.7,n,12.68,Low
6.8011,81.494,2026-08-16,2025,2.7,323.83,292.37,n,18.04,Low
7.38599,80.92137,2026-08-16,2025,1.11,313.44,292.07,n,11.08,Low
7.38881,80.92573,2026-08-16,2025,1.11,305.81,291.95,n,6.84,Low
7.397,80.91884,2026-08-16,2025,5.39,342.42,292.9,n,30.39,Low
32.88736,71.61448,2026-08-16,2157,4.22,310.51,291.46,n,11.78,Low
33.25005,71.29332,2026-08-16,2157,1.26,313.83,291.1,n,11.41,Low
33.25105,71.28937,2026-08-16,2157,1.26,305.23,291.01,n,6.63,Low
33.29679,71.18593,2026-08-16,2157,1.06,310.43,291.16,n,9.37,Low
35.96718,68.68407,2026-08-16,2157,1.28,307.09,294.87,n,7.68,Low
37.12394,68.40198,2026-08-16,2157,2.04,305.46,292.31,n,7.34,Low
37.12806,68.40341,2026-08-16,2157,2.04,325.93,294.63,n,18.71,Low
32.29563,70.73203,2026-08-16,2159,3.38,308.42,292.72,n,9.99,Low
32.28855,70.73765,2026-08-16,2159,3.53,308.76,293.1,n,10.29,Low
7.8946,81.41067,2026-08-17,729,4.6,340.61,294.12,n,28.79,Low
7.91302,81.45422,2026-08-17,729,3.5700000000000003,336.81,295.21,n,25.91,Low
7.90644,81.47861,2026-08-17,729,4.88,334.18,294.21,n,25.43,Low
7.69074,81.1427,2026-08-17,729,5.62,339.47,293.83,n,28.92,Low
7.68535,81.14362,2026-08-17,729,2.94,334.69,293.08,n,24.26,Low
7.59237,80.9697,2026-08-17,729,4.47,330.68,293.21,n,23.17,Low
7.40015,80.90923,2026-08-17,729,11.96,336.2,293.53,n,31.86,Low
7.39885,80.90202,2026-08-17,729,13.44,367.0,293.17,h,50.08,Medium
7.39953,80.90575,2026-08-17,729,13.44,367.0,295.29,h,50.08,Medium
7.35611,81.1077,2026-08-17,729,3.45,340.48,293.8,n,27.85,Low
7.36152,81.10664,2026-08-17,729,2.22,331.12,292.94,n,21.73,Low
7.4248,81.18104,2026-08-17,729,4.99,335.91,294.15,n,26.47,Low
7.42786,81.1346,2026-08-17,729,6.06,354.12,293.23,n,37.39,Low
7.42131,81.18064,2026-08-17,729,5.13,340.19,294.56,n,28.95,Low
7.42405,81.13436,2026-08-17,729,4.0,332.66,293.7,n,23.92,Low
7.42945,81.13339,2026-08-17,729,5.19,343.76,292.72,n,30.98,Low
7.39652,80.92043,2026-08-17,729,10.54,347.59,293.14,n,37.12,Low
9.75891,78.5976,2026-08-17,729,6.91,337.94,290.03,n,29.04,Low
9.75952,78.60124,2026-08-17,729,8.81,343.8,290.07,n,33.72,Low
9.42494,77.81399,2026-08-17,729,5.99,332.66,287.59,n,25.41,Low
8.82915,80.8968,2026-08-17,729,11.63,357.25,288.51,l,43.31,Medium
8.82977,80.9002,2026-08-17,729,6.06,333.33,288.54,n,25.84,Low
8.83039,80.90359,2026-08-17,729,6.06,332.89,288.51,n,25.59,Low
8.82442,80.90121,2026-08-17,729,5.79,353.07,289.72,n,36.6,Low
8.82503,80.90459,2026-08-17,729,5.79,342.57,288.07,n,30.77,Low
8.09535,81.39194,2026-08-17,729,1.76,336.13,292.9,n,24.17,Low
7.81238,79.93328,2026-08-17,729,4.71,343.05,289.48,n,30.23,Low
8.00141,81.46672,2026-08-17,729,21.33,367.0,296.55,h,56.0,Medium
7.99094,81.46861,2026-08-17,729,3.67,335.06,294.57,n,25.01,Low
7.9129,81.45583,2026-08-17,729,2.67,336.79,294.85,n,25.22,Low
7.90649,81.48015,2026-08-17,729,5.55,332.51,293.81,n,25.0,Low
7.903,81.49067,2026-08-17,729,5.94,333.62,293.48,n,25.91,Low
7.12697,81.78335,2026-08-17,731,2.65,330.85,294.31,n,21.9,Low
6.5092,80.98142,2026-08-17,731,12.47,367.0,291.08,h,49.35,Medium
7.10485,81.78197,2026-08-17,731,3.19,336.71,294.7,n,25.56,Low
7.10559,81.78389,2026-08-17,731,3.92,330.51,294.56,n,22.67,Low
7.10503,81.78075,2026-08-17,731,1.69,332.65,294.33,n,22.18,Low
7.12642,81.7802,2026-08-17,731,2.65,340.0,293.97,n,26.99,Low
7.16783,81.80219,2026-08-17,731,2.12,332.75,294.53,n,22.56,Low
7.27832,81.82177,2026-08-17,731,2.83,338.68,294.28,n,26.39,Low
7.27778,81.81866,2026-08-17,731,2.83,333.41,294.77,n,23.46,Low
7.20693,81.81159,2026-08-17,731,3.5,343.9,295.69,n,29.79,Low
7.20699,81.81147,2026-08-17,731,3.29,343.26,295.38,n,29.28,Low
29.91521,71.71583,2026-08-17,735,13.13,367.0,293.58,h,49.85,Medium
29.91381,71.71052,2026-08-17,735,13.13,343.62,292.7,n,36.86,Low
29.80713,73.34641,2026-08-17,735,2.66,332.94,293.62,n,23.07,Low
30.53718,73.88202,2026-08-17,735,1.99,331.82,293.37,n,21.95,Low
30.40925,72.10819,2026-08-17,735,3.26,332.07,291.74,n,23.04,Low
9.88916,77.87049,2026-08-17,909,3.89,337.09,288.9,n,26.3,Low
9.88751,77.86655,2026-08-17,909,7.76,338.98,289.24,n,30.25,Low
23.50516,69.26018,2026-08-17,915,3.6,330.24,290.98,n,22.28,Low
26.22446,68.21117,2026-08-17,915,5.76,339.48,296.49,n,29.03,Low
23.50567,69.26427,2026-08-17,915,3.46,330.78,292.07,n,22.47,Low
35.24258,68.10051,2026-08-17,917,3.1,338.67,311.1,n,26.59,Low
35.24283,68.10374,2026-08-17,917,2.88,341.91,309.91,n,28.22,Low
31.58373,72.28916,2026-08-17,917,3.03,341.91,290.64,n,28.33,Low
35.98857,94.83189,2026-08-17,1957,0.72,303.72,276.21,n,5.38,Low
29.65801,90.89878,2026-08-17,2000,1.24,303.14,282.46,n,5.45,Low
21.10202,72.64528,2026-08-17,2002,2.69,306.41,282.12,n,8.36,Low
21.1071,72.64555,2026-08-17,2002,3.43,308.27,282.02,n,9.94,Low
17.60581,83.20076,2026-08-17,2004,1.01,298.13,269.84,n,2.5,Low
17.60875,83.20546,2026-08-17,2004,0.78,305.86,270.46,n,6.62,Low
10.91686,78.14649,2026-08-17,2006,1.49,306.58,289.32,n,7.55,Low
10.92123,78.14713,2026-08-17,2006,1.49,310.07,290.63,n,9.49,Low
8.39024,81.03989,2026-08-17,2006,0.43,307.93,291.67,n,7.51,Low
7.65789,80.73828,2026-08-17,2006,5.23,326.15,291.7,n,21.23,Low
8.67061,77.99346,2026-08-17,2006,1.29,308.12,292.31,n,8.26,Low
10.36333,77.14931,2026-08-17,2006,0.99,310.09,288.41,n,9.13,Low
10.36136,77.14999,2026-08-17,2006,1.65,309.71,288.08,n,9.41,Low
10.35866,77.14888,2026-08-17,2006,0.99,302.98,287.41,n,5.18,Low
8.81313,80.58661,2026-08-17,2006,2.27,308.18,291.13,n,9.02,Low
10.36181,77.14661,2026-08-17,2006,1.65,304.57,287.55,n,6.55,Low
37.29158,77.764,2026-08-17,2138,0.4,301.35,282.41,n,3.83,Low
33.29498,71.1871,2026-08-17,2140,1.98,309.29,292.28,n,9.42,Low
32.89033,71.61874,2026-08-17,2140,5.63,309.79,292.9,n,12.44,Low
32.28934,70.74017,2026-08-17,2140,3.3,309.19,293.1,n,10.36,Low
35.9673,68.68782,2026-08-17,2140,1.59,308.02,295.98,n,8.43,Low
25.38917,68.58541,2026-08-17,2142,1.03,307.1,292.28,n,7.49,Low
8.17521,81.31606,2026-08-18,712,12.11,349.37,290.05,n,39.29,Low
8.17243,81.31873,2026-08-18,712,9.68,341.97,289.97,n,33.35,Low
7.89723,81.41067,2026-08-18,712,5.29,332.88,290.87,n,25.01,Low
7.89501,81.47443,2026-08-18,712,9.23,334.33,289.97,n,28.77,Low
7.89822,81.47876,2026-08-18,712,8.31,339.73,289.61,n,31.08,Low
20.12857,94.99934,2026-08-18,714,2.31,332.36,295.04,n,22.49,Low
24.11654,96.44064,2026-08-18,714,10.55,339.0,294.24,n,32.36,Low
8.44541,80.87798,2026-08-18,852,6.25,333.68,293.14,n,26.18,Low
8.99168,77.85832,2026-08-18,852,0.67,335.44,301.12,n,22.97,Low
9.02396,78.0217,2026-08-18,852,5.37,339.33,301.52,n,28.66,Low
9.08152,78.16898,2026-08-18,852,0.54,337.52,299.57,n,24.03,Low
9.39631,80.47998,2026-08-18,852,2.51,336.87,290.03,n,25.14,Low
9.31616,78.82542,2026-08-18,852,2.23,347.61,296.54,n,30.9,Low
9.32526,77.54498,2026-08-18,852,2.5,331.97,300.07,n,22.41,Low
9.31592,77.47726,2026-08-18,852,13.56,344.24,301.44,n,37.53,Low
9.32631,77.54832,2026-08-18,852,3.32,337.57,300.39,n,26.14,Low
9.31747,77.48039,2026-08-18,852,13.78,343.13,300.83,n,37.07,Low
9.3803,77.76629,2026-08-18,852,7.4,347.32,303.89,n,34.62,Low
9.57292,78.26406,2026-08-18,852,1.93,340.68,301.01,n,26.83,Low
10.02321,79.23365,2026-08-18,852,2.5700000000000003,330.52,289.62,n,21.66,Low
9.98813,77.85934,2026-08-18,852,1.89,333.85,299.78,n,23.0,Low
9.97747,77.62643,2026-08-18,852,1.96,333.17,296.86,n,22.68,Low
9.97656,77.62728,2026-08-18,852,2.5700000000000003,344.36,296.89,n,29.35,Low
10.01453,77.60332,2026-08-18,852,3.89,335.04,296.38,n,25.16,Low
10.08427,77.70177,2026-08-18,852,5.9,367.0,295.49,h,44.43,Medium
10.08387,77.69878,2026-08-18,852,2.46,342.31,295.81,n,28.13,Low
10.08721,77.70203,2026-08-18,852,4.08,347.07,294.59,n,31.99,Low
10.08683,77.69904,2026-08-18,852,4.08,354.14,294.99,n,35.92,Low
10.58747,78.2113,2026-08-18,852,2.74,332.8,298.46,n,23.06,Low
10.90674,78.5377,2026-08-18,852,2.85,342.06,292.74,n,28.28,Low
11.14147,78.58251,2026-08-18,852,5.09,367.0,290.57,h,43.82,Medium
11.14694,78.58183,2026-08-18,852,5.09,334.73,289.91,n,25.89,Low
11.14221,78.58167,2026-08-18,852,9.24,367.0,291.46,h,46.93,Medium
11.66242,78.67835,2026-08-18,852,25.85,367.0,295.2,h,59.39,Medium
11.66187,78.67394,2026-08-18,852,25.85,353.32,288.24,n,51.79,Medium
11.66789,78.67705,2026-08-18,852,25.85,356.8,286.88,l,53.72,Medium
11.70775,78.76962,2026-08-18,852,5.77,340.29,288.77,n,29.49,Low
11.70585,78.76863,2026-08-18,852,3.09,334.85,287.81,n,24.46,Low
11.72489,78.6914,2026-08-18,852,9.96,350.81,283.05,n,38.48,Low
7.54263,81.63725,2026-08-18,852,2.87,338.79,286.8,n,26.48,Low
7.59886,80.97195,2026-08-18,852,2.68,333.14,296.82,n,23.2,Low
7.86299,81.47017,2026-08-18,852,5.46,331.26,291.52,n,24.24,Low
7.95368,81.35379,2026-08-18,852,2.85,330.01,293.49,n,21.59,Low
8.92865,77.50169,2026-08-18,852,9.79,342.66,296.3,n,33.82,Low
8.51392,80.6392,2026-08-18,852,6.33,335.11,294.72,n,27.03,Low
8.69215,80.8621,2026-08-18,852,4.23,332.07,292.1,n,23.77,Low
8.91704,80.38799,2026-08-18,852,2.73,332.03,292.31,n,22.62,Low
7.26419,81.21719,2026-08-18,852,5.88,343.19,295.08,n,31.18,Low
7.26466,81.21556,2026-08-18,852,5.21,351.28,295.17,n,35.17,Low
7.25844,81.21591,2026-08-18,852,5.21,330.6,294.35,n,23.69,Low
6.69037,80.83154,2026-08-18,852,11.81,355.54,293.05,n,42.49,Medium
6.35878,81.14948,2026-08-18,852,32.9,350.74,294.55,n,55.64,Medium
6.3594100000000005,81.15408,2026-08-18,852,32.9,367.0,296.81,h,64.68,Medium
8.92939,77.50723,2026-08-18,852,13.39,341.8,296.25,n,36.04,Low
8.96803,78.03201,2026-08-18,852,6.52,342.35,302.05,n,31.2,Low
8.9135,77.99487,2026-08-18,852,2.98,340.4,301.01,n,27.46,Low
8.91391,77.99789,2026-08-18,852,4.37,341.03,301.42,n,28.85,Low
8.88123,77.79373,2026-08-18,852,2.78,331.3,299.67,n,22.25,Low
9.06209,80.29271,2026-08-18,852,3.01,333.93,291.04,n,23.89,Low
8.617750000000001,77.96022,2026-08-18,852,1.25,334.7,300.56,n,22.99,Low
8.94732,80.56693,2026-08-18,852,5.0,344.94,290.04,n,31.49,Low
6.36902,81.26952,2026-08-18,852,5.43,336.87,291.37,n,27.33,Low
7.26356,81.21234,2026-08-18,852,5.88,333.22,293.94,n,25.64,Low
7.28158,81.30244,2026-08-18,852,3.02,332.6,293.15,n,23.15,Low
13.98488,77.39144,2026-08-18,854,0.93,332.67,287.86,n,21.63,Low
14.07884,77.73779,2026-08-18,854,4.91,334.27,290.17,n,25.5,Low
14.46883,78.26192,2026-08-18,854,5.25,338.86,274.94,n,28.3,Low
14.46839,78.25809,2026-08-18,854,4.39,336.52,275.26,n,26.36,Low
14.474,78.25748,2026-08-18,854,4.46,335.97,275.75,n,26.11,Low
22.03904,69.47427,2026-08-18,856,3.92,337.49,296.43,n,26.55,Low
24.8247,68.06085,2026-08-18,856,4.0,333.28,299.18,n,24.27,Low
24.9635,68.29146,2026-08-18,856,4.37,332.73,297.0,n,24.24,Low
25.3872,68.58287,2026-08-18,856,2.79,331.56,298.89,n,22.4,Low
33.47198,68.28136,2026-08-18,858,7.95,341.6,315.45,l,31.85,Low
30.889,72.16714,2026-08-18,858,3.49,341.14,294.79,n,28.25,Low
30.64728,71.75764,2026-08-18,858,2.99,332.31,294.96,n,22.97,Low
30.47086,73.88448,2026-08-18,858,2.56,334.87,292.14,n,24.07,Low
30.47113,73.88796,2026-08-18,858,3.08,330.45,291.9,n,22.0,Low
30.4691,73.88613,2026-08-18,858,2.81,341.11,292.43,n,27.72,Low
