latitude,longitude,acq_date,acq_time,confidence,scan,satellite,track,bright_t31,instrument,daynight,version,frp,brightness
29.22012,88.95742,2026-08-07,722,n,0.39,SNPP,0.36,311.38,SNPP,D,2.0NRT,11.32,349.19
29.26978,88.90321,2026-08-07,722,l,0.39,SNPP,0.36,309.42,SNPP,D,2.0NRT,3.9699999999999998,336.33
8.76202,78.18221,2026-08-07,858,n,0.43,SNPP,0.62,274.04,SNPP,D,2.0NRT,5.28,335.65
8.75627,78.18294,2026-08-07,858,n,0.43,SNPP,0.62,275.14,SNPP,D,2.0NRT,5.28,351.99
24.45387,68.30828,2026-08-07,902,n,0.49,SNPP,0.41000000000000003,294.28,SNPP,D,2.0NRT,4.49,335.35
24.45394,68.31149,2026-08-07,902,n,0.49,SNPP,0.41000000000000003,298.14,SNPP,D,2.0NRT,4.14,335.11
22.92664,70.10907,2026-08-07,902,n,0.39,SNPP,0.44,292.97,SNPP,D,2.0NRT,3.96,333.56
29.9692,72.58241,2026-08-07,905,n,0.34,SNPP,0.56,293.09,SNPP,D,2.0NRT,1.8900000000000001,333.64
29.99058,72.58743,2026-08-07,905,n,0.34,SNPP,0.56,293.35,SNPP,D,2.0NRT,4.97,344.35
30.27074,73.32553,2026-08-07,905,n,0.38,SNPP,0.58,294.2,SNPP,D,2.0NRT,8.07,352.08
30.27043,73.32155,2026-08-07,905,n,0.38,SNPP,0.58,294.05,SNPP,D,2.0NRT,4.6,330.42
30.27128,73.32471,2026-08-07,905,h,0.38,SNPP,0.58,294.51,SNPP,D,2.0NRT,8.61,367.0
30.65503,72.24939,2026-08-07,905,n,0.33,SNPP,0.55,294.87,SNPP,D,2.0NRT,5.05,350.62
30.66016,72.24886,2026-08-07,905,n,0.33,SNPP,0.55,293.1,SNPP,D,2.0NRT,5.05,342.65
30.79083,71.86834,2026-08-07,905,n,0.62,SNPP,0.54,294.04,SNPP,D,2.0NRT,14.67,342.95
30.78971,71.86646,2026-08-07,905,n,0.62,SNPP,0.54,293.96,SNPP,D,2.0NRT,15.35,355.39
30.62494,72.0656,2026-08-07,905,n,0.32,SNPP,0.54,293.52,SNPP,D,2.0NRT,2.81,330.11
31.69593,73.21014,2026-08-07,905,n,0.38,SNPP,0.59,293.91,SNPP,D,2.0NRT,2.58,339.71
30.61991,72.13137,2026-08-07,905,n,0.32,SNPP,0.55,293.97,SNPP,D,2.0NRT,5.18,355.67
30.61707,72.13042,2026-08-07,905,n,0.32,SNPP,0.55,293.6,SNPP,D,2.0NRT,2.56,334.09
30.61736,72.13383,2026-08-07,905,n,0.32,SNPP,0.55,293.34,SNPP,D,2.0NRT,2.56,337.32
27.62686,69.46743,2026-08-07,905,n,0.41000000000000003,SNPP,0.45,302.75,SNPP,D,2.0NRT,5.3,344.75
27.62732,69.47166,2026-08-07,905,n,0.41000000000000003,SNPP,0.45,303.63,SNPP,D,2.0NRT,5.3,336.3
37.20391,68.12839,2026-08-07,905,n,0.45,SNPP,0.47000000000000003,315.83,SNPP,D,2.0NRT,46.07,346.14
29.47439,71.57051,2026-08-07,905,n,0.58,SNPP,0.52,293.65,SNPP,D,2.0NRT,12.38,342.03
29.47925,71.56997,2026-08-07,905,n,0.58,SNPP,0.52,293.84,SNPP,D,2.0NRT,12.38,345.55
26.64386,79.47507,2026-08-07,1947,n,0.47000000000000003,SNPP,0.64,265.29,SNPP,N,2.0NRT,2.77,295.42
25.43726,86.06737,2026-08-07,1947,n,0.55,SNPP,0.43,290.9,SNPP,N,2.0NRT,1.08,310.9
24.11555,86.86207,2026-08-07,1947,n,0.48,SNPP,0.4,289.19,SNPP,N,2.0NRT,1.11,303.43
25.03565,87.36957,2026-08-07,1947,n,0.47000000000000003,SNPP,0.4,290.57,SNPP,N,2.0NRT,1.8599999999999999,306.65
24.11618,86.85732,2026-08-07,1947,n,0.48,SNPP,0.4,289.98,SNPP,N,2.0NRT,1.11,305.24
35.98919,94.83079,2026-08-07,1947,n,0.39,SNPP,0.36,283.02,SNPP,N,2.0NRT,0.62,296.21
35.99247,94.8316,2026-08-07,1947,n,0.39,SNPP,0.36,283.01,SNPP,N,2.0NRT,0.58,302.11
23.73722,86.43314,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,290.81,SNPP,N,2.0NRT,6.64,329.09
23.73785,86.4282,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.72,SNPP,N,2.0NRT,2.55,306.48
23.66795,86.93554,2026-08-07,1949,n,0.47000000000000003,SNPP,0.4,281.34,SNPP,N,2.0NRT,2.06,298.17
23.72468,86.44123,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.04,SNPP,N,2.0NRT,1.72,304.22
23.68906,86.38818,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,290.07,SNPP,N,2.0NRT,1.83,303.34
23.6884,86.39319,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.27,SNPP,N,2.0NRT,1.83,301.71
27.46227,95.47478,2026-08-07,1949,n,0.48,SNPP,0.4,277.66,SNPP,N,2.0NRT,1.22,297.33
23.68398,86.39757,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.37,SNPP,N,2.0NRT,2.63,306.33
23.68087,86.39198,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.54,SNPP,N,2.0NRT,3.06,302.45
23.68022,86.39696,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.83,SNPP,N,2.0NRT,2.02,309.59
23.67646,86.39635,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,288.75,SNPP,N,2.0NRT,2.02,306.18
23.69792,85.28923,2026-08-07,1949,n,0.39,SNPP,0.44,288.09,SNPP,N,2.0NRT,1.32,300.5
23.67205,84.99582,2026-08-07,1949,n,0.4,SNPP,0.44,288.25,SNPP,N,2.0NRT,1.8599999999999999,300.43
23.66748,84.99914,2026-08-07,1949,n,0.4,SNPP,0.44,288.84,SNPP,N,2.0NRT,1.32,300.96
23.6634,84.99857,2026-08-07,1949,n,0.4,SNPP,0.44,287.12,SNPP,N,2.0NRT,1.32,303.84
29.26254,91.92178,2026-08-07,1949,n,0.38,SNPP,0.36,284.78,SNPP,N,2.0NRT,1.44,301.34
29.26521,91.92635,2026-08-07,1949,n,0.38,SNPP,0.36,287.17,SNPP,N,2.0NRT,1.48,306.5
29.66177,90.90686,2026-08-07,1949,n,0.39,SNPP,0.36,286.92,SNPP,N,2.0NRT,1.06,299.46
23.68464,86.39258,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,290.15,SNPP,N,2.0NRT,1.83,321.46
29.37461,91.1497,2026-08-07,1949,n,0.39,SNPP,0.36,284.63,SNPP,N,2.0NRT,0.9400000000000001,298.36
29.37792,91.15035,2026-08-07,1949,n,0.39,SNPP,0.36,283.53,SNPP,N,2.0NRT,0.84,299.45
23.76804,86.40265,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,290.33,SNPP,N,2.0NRT,5.76,326.74
23.76739,86.40766,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.4,SNPP,N,2.0NRT,2.25,303.61
23.76556,86.39212,2026-08-07,1949,n,0.51,SNPP,0.41000000000000003,290.18,SNPP,N,2.0NRT,2.54,306.89
23.76427,86.40208,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.85,SNPP,N,2.0NRT,3.2800000000000002,313.91
23.76362,86.40708,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.45,SNPP,N,2.0NRT,2.7800000000000002,304.9
23.76051,86.40147,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,290.02,SNPP,N,2.0NRT,3.2800000000000002,320.14
23.75105,86.41519,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.43,SNPP,N,2.0NRT,3.62,307.74
23.74098,86.43374,2026-08-07,1949,n,0.5,SNPP,0.41000000000000003,289.88,SNPP,N,2.0NRT,1.96,302.97
7.53914,81.10133,2026-08-07,1953,n,0.43,SNPP,0.46,278.51,SNPP,N,2.0NRT,0.63,299.6
7.50678,81.1167,2026-08-07,1953,n,0.43,SNPP,0.46,279.67,SNPP,N,2.0NRT,1.9,324.18
6.63144,81.18604,2026-08-07,1953,n,0.41000000000000003,SNPP,0.45,268.8,SNPP,N,2.0NRT,3.45,335.44
6.6309000000000005,81.18976,2026-08-07,1953,n,0.41000000000000003,SNPP,0.45,268.6,SNPP,N,2.0NRT,3.45,298.17
6.62731,81.18541,2026-08-07,1953,n,0.41000000000000003,SNPP,0.45,268.14,SNPP,N,2.0NRT,3.45,352.97
6.6278500000000005,81.18169,2026-08-07,1953,n,0.41000000000000003,SNPP,0.45,267.38,SNPP,N,2.0NRT,2.42,297.82
6.62676,81.18913,2026-08-07,1953,n,0.41000000000000003,SNPP,0.45,267.44,SNPP,N,2.0NRT,3.45,301.4
37.35176,70.37824,2026-08-07,2125,n,0.39,SNPP,0.36,283.52,SNPP,N,2.0NRT,0.51,300.06
37.34845,70.37748,2026-08-07,2125,n,0.39,SNPP,0.36,284.26,SNPP,N,2.0NRT,0.51,295.9
32.13319,74.17912,2026-08-07,2127,n,0.43,SNPP,0.46,293.09,SNPP,N,2.0NRT,0.9500000000000001,307.79
32.2928,70.73085,2026-08-07,2127,n,0.44,SNPP,0.38,295.09,SNPP,N,2.0NRT,2.81,310.6
28.42482,69.70239,2026-08-07,2127,n,0.45,SNPP,0.39,296.26,SNPP,N,2.0NRT,5.87,316.52
33.5473,71.54827,2026-08-07,2127,n,0.46,SNPP,0.39,293.76,SNPP,N,2.0NRT,1.28,305.92
32.72197,72.92547,2026-08-07,2127,n,0.54,SNPP,0.42,294.09,SNPP,N,2.0NRT,1.1400000000000001,305.16
33.17331,70.45238,2026-08-07,2127,n,0.42,SNPP,0.38,293.04,SNPP,N,2.0NRT,0.44,305.79
32.88826,71.61584,2026-08-07,2127,n,0.47000000000000003,SNPP,0.4,294.27,SNPP,N,2.0NRT,2.44,309.04
25.38842,68.58425,2026-08-07,2129,n,0.44,SNPP,0.38,292.42,SNPP,N,2.0NRT,1.1400000000000001,323.26
26.0948,68.87952,2026-08-07,2129,n,0.44,SNPP,0.39,296.32,SNPP,N,2.0NRT,0.56,307.26
23.70372,90.53355,2026-08-08,701,l,0.49,SNPP,0.4,292.17,SNPP,D,2.0NRT,3.7800000000000002,331.1
23.9407,90.31876,2026-08-08,701,n,0.5,SNPP,0.41000000000000003,292.54,SNPP,D,2.0NRT,3.46,332.3
23.76534,86.40513,2026-08-08,701,n,0.56,SNPP,0.52,288.98,SNPP,D,2.0NRT,6.4,331.15
21.29586,95.51554,2026-08-08,701,n,0.38,SNPP,0.36,293.7,SNPP,D,2.0NRT,2.7,331.63
29.64765,90.94865,2026-08-08,703,h,0.41000000000000003,SNPP,0.37,309.09,SNPP,D,2.0NRT,22.55,367.0
29.65398,90.98617,2026-08-08,703,h,0.41000000000000003,SNPP,0.37,300.2,SNPP,D,2.0NRT,16.99,367.0
6.82226,81.80397,2026-08-08,837,n,0.34,SNPP,0.56,289.62,SNPP,D,2.0NRT,4.9,336.51
6.81376,81.77986,2026-08-08,837,n,0.34,SNPP,0.56,287.85,SNPP,D,2.0NRT,3.8200000000000003,345.17
6.8258,81.76459,2026-08-08,837,n,0.33,SNPP,0.56,288.89,SNPP,D,2.0NRT,3.15,336.44
6.82072,81.803,2026-08-08,837,n,0.34,SNPP,0.56,291.18,SNPP,D,2.0NRT,2.19,333.23
6.8226700000000005,81.80707,2026-08-08,837,n,0.34,SNPP,0.56,289.83,SNPP,D,2.0NRT,4.58,333.26
6.82115,81.8061,2026-08-08,837,n,0.34,SNPP,0.56,290.73,SNPP,D,2.0NRT,2.19,336.02
6.81248,81.78204,2026-08-08,837,n,0.34,SNPP,0.56,289.49,SNPP,D,2.0NRT,3.5700000000000003,334.07
7.46902,81.17296,2026-08-08,837,n,0.62,SNPP,0.54,292.1,SNPP,D,2.0NRT,4.85,330.0
9.77946,77.68204,2026-08-08,839,n,0.4,SNPP,0.44,296.72,SNPP,D,2.0NRT,2.63,333.54
9.75537,77.6293,2026-08-08,839,h,0.39,SNPP,0.44,295.44,SNPP,D,2.0NRT,10.98,367.0
27.98071,69.4438,2026-08-08,843,n,0.4,SNPP,0.37,303.34,SNPP,D,2.0NRT,2.19,337.33
28.835820000000002,70.42214,2026-08-08,843,l,0.42,SNPP,0.38,303.4,SNPP,D,2.0NRT,6.67,330.2
22.60662,70.24954,2026-08-08,843,n,0.39,SNPP,0.36,300.49,SNPP,D,2.0NRT,2.24,331.84
24.32291,72.46162,2026-08-08,843,n,0.46,SNPP,0.39,295.39,SNPP,D,2.0NRT,4.09,332.77
32.10804,72.90211,2026-08-08,845,n,0.39,SNPP,0.44,296.66,SNPP,D,2.0NRT,3.07,341.29
30.9771,70.80613,2026-08-08,845,l,0.46,SNPP,0.39,304.04,SNPP,D,2.0NRT,8.22,330.41
30.91326,71.91548,2026-08-08,845,n,0.51,SNPP,0.41000000000000003,297.28,SNPP,D,2.0NRT,7.93,337.43
30.86695,71.91726,2026-08-08,845,n,0.51,SNPP,0.41000000000000003,298.2,SNPP,D,2.0NRT,6.19,343.55
30.85815,71.87492,2026-08-08,845,n,0.51,SNPP,0.41000000000000003,296.57,SNPP,D,2.0NRT,6.29,333.73
30.79273,71.87044,2026-08-08,845,n,0.51,SNPP,0.41000000000000003,298.66,SNPP,D,2.0NRT,8.25,331.09
30.79337,71.87579,2026-08-08,845,n,0.51,SNPP,0.41000000000000003,297.69,SNPP,D,2.0NRT,8.25,333.61
30.74677,71.74284,2026-08-08,845,n,0.5,SNPP,0.41000000000000003,298.29,SNPP,D,2.0NRT,2.7,333.79
30.6985,71.78544,2026-08-08,845,n,0.5,SNPP,0.41000000000000003,298.7,SNPP,D,2.0NRT,9.01,347.61
30.6943,71.97591,2026-08-08,845,n,0.51,SNPP,0.41000000000000003,299.15,SNPP,D,2.0NRT,10.41,337.7
30.66328,71.87726,2026-08-08,845,n,0.51,SNPP,0.41000000000000003,298.24,SNPP,D,2.0NRT,6.51,332.77
30.66391,71.88257,2026-08-08,845,n,0.51,SNPP,0.41000000000000003,298.72,SNPP,D,2.0NRT,6.51,335.64
30.62572,71.72218,2026-08-08,845,n,0.5,SNPP,0.41000000000000003,299.18,SNPP,D,2.0NRT,3.25,335.05
30.65879,72.24271,2026-08-08,845,n,0.53,SNPP,0.42,297.87,SNPP,D,2.0NRT,5.84,332.84
30.65776,72.24519,2026-08-08,845,n,0.53,SNPP,0.42,298.15,SNPP,D,2.0NRT,4.05,337.36
30.63301,72.07047,2026-08-08,845,n,0.52,SNPP,0.41000000000000003,297.02,SNPP,D,2.0NRT,4.51,338.93
30.62918,72.07106,2026-08-08,845,n,0.52,SNPP,0.41000000000000003,297.11,SNPP,D,2.0NRT,4.51,343.13
30.61395,72.13991,2026-08-08,845,n,0.52,SNPP,0.42,297.39,SNPP,D,2.0NRT,4.51,334.77
30.60304,72.0806,2026-08-08,845,n,0.52,SNPP,0.41000000000000003,298.53,SNPP,D,2.0NRT,3.22,332.68
34.44895,71.26234,2026-08-08,845,n,0.52,SNPP,0.42,305.37,SNPP,D,2.0NRT,4.53,341.11
33.74356,70.23043,2026-08-08,845,n,0.46,SNPP,0.39,306.91,SNPP,D,2.0NRT,4.05,338.46
33.74333,70.22848,2026-08-08,845,l,0.46,SNPP,0.39,307.21,SNPP,D,2.0NRT,4.18,336.46
37.34737,97.40837,2026-08-08,1925,n,0.4,SNPP,0.37,289.1,SNPP,N,2.0NRT,0.49,301.33
35.99072,94.83022,2026-08-08,1925,n,0.47000000000000003,SNPP,0.39,285.46,SNPP,N,2.0NRT,0.79,301.4
29.37856,91.14952,2026-08-08,1928,n,0.39,SNPP,0.44,278.88,SNPP,N,2.0NRT,0.33,301.29
29.65848,90.89863,2026-08-08,1928,n,0.41000000000000003,SNPP,0.45,281.94,SNPP,N,2.0NRT,0.89,301.16
30.06933,96.97936,2026-08-08,1928,n,0.38,SNPP,0.36,284.52,SNPP,N,2.0NRT,0.66,297.11
23.5617,87.08315,2026-08-08,1930,n,0.58,SNPP,0.52,287.51,SNPP,N,2.0NRT,4.17,310.49
23.80587,86.32827,2026-08-08,1930,n,0.33,SNPP,0.55,287.91,SNPP,N,2.0NRT,1.03,309.0
23.79856,86.35028,2026-08-08,1930,n,0.33,SNPP,0.55,288.32,SNPP,N,2.0NRT,1.9500000000000002,327.19
23.79887,86.34701,2026-08-08,1930,n,0.33,SNPP,0.55,287.78,SNPP,N,2.0NRT,1.9500000000000002,303.72
23.79824,86.35355,2026-08-08,1930,n,0.33,SNPP,0.55,287.78,SNPP,N,2.0NRT,0.87,306.5
23.79314,86.35291,2026-08-08,1930,n,0.33,SNPP,0.55,287.75,SNPP,N,2.0NRT,0.87,303.24
23.77949,86.38737,2026-08-08,1930,n,0.32,SNPP,0.55,288.49,SNPP,N,2.0NRT,3.29,321.08
23.78107,86.37106,2026-08-08,1930,n,0.32,SNPP,0.55,287.81,SNPP,N,2.0NRT,0.81,303.3
23.77917,86.39056,2026-08-08,1930,n,0.32,SNPP,0.55,287.61,SNPP,N,2.0NRT,1.43,311.63
23.77692,86.36066,2026-08-08,1930,n,0.32,SNPP,0.55,287.31,SNPP,N,2.0NRT,2.79,303.77
23.77661,86.36392,2026-08-08,1930,n,0.32,SNPP,0.55,287.86,SNPP,N,2.0NRT,1.4100000000000001,319.54
23.77151,86.3633,2026-08-08,1930,n,0.32,SNPP,0.55,287.15,SNPP,N,2.0NRT,1.4100000000000001,304.89
23.7681,86.39877,2026-08-08,1930,n,0.32,SNPP,0.55,287.23,SNPP,N,2.0NRT,0.92,303.31
23.76778,86.40202,2026-08-08,1930,n,0.32,SNPP,0.55,286.08,SNPP,N,2.0NRT,0.29,301.64
23.76302,86.39813,2026-08-08,1930,n,0.32,SNPP,0.55,287.32,SNPP,N,2.0NRT,0.97,306.55
23.75794,86.39742,2026-08-08,1930,n,0.32,SNPP,0.55,287.28,SNPP,N,2.0NRT,0.97,301.47
23.76022,86.39659,2026-08-08,1930,n,0.32,SNPP,0.55,287.29,SNPP,N,2.0NRT,1.08,304.41
23.75988,86.39985,2026-08-08,1930,n,0.32,SNPP,0.55,287.1,SNPP,N,2.0NRT,0.91,304.81
23.56486,87.08422,2026-08-08,1930,n,0.58,SNPP,0.52,287.56,SNPP,N,2.0NRT,2.6,305.78
22.05452,88.1247,2026-08-08,1930,n,0.48,SNPP,0.48,287.3,SNPP,N,2.0NRT,3.89,312.18
20.96631,85.1635,2026-08-08,1932,n,0.36,SNPP,0.5700000000000001,279.71,SNPP,N,2.0NRT,1.02,301.58
17.30454,97.0611,2026-08-08,1932,n,0.46,SNPP,0.39,288.55,SNPP,N,2.0NRT,0.53,305.01
20.78667,85.26571,2026-08-08,1932,n,0.35000000000000003,SNPP,0.5700000000000001,278.85,SNPP,N,2.0NRT,0.61,302.89
20.78739,85.2589,2026-08-08,1932,n,0.35000000000000003,SNPP,0.5700000000000001,277.51,SNPP,N,2.0NRT,1.2,310.55
20.78619,85.2653,2026-08-08,1932,n,0.35000000000000003,SNPP,0.5700000000000001,279.05,SNPP,N,2.0NRT,0.68,300.75
20.78687,85.25846,2026-08-08,1932,n,0.35000000000000003,SNPP,0.5700000000000001,278.08,SNPP,N,2.0NRT,1.2,308.31
21.07961,85.03843,2026-08-08,1932,n,0.37,SNPP,0.58,282.03,SNPP,N,2.0NRT,1.56,302.21
20.80865,85.25416,2026-08-08,1932,n,0.35000000000000003,SNPP,0.5700000000000001,278.63,SNPP,N,2.0NRT,1.3900000000000001,305.48
20.9638,85.18809,2026-08-08,1932,n,0.36,SNPP,0.5700000000000001,278.97,SNPP,N,2.0NRT,1.05,307.75
20.96416,85.18463,2026-08-08,1932,n,0.36,SNPP,0.5700000000000001,279.2,SNPP,N,2.0NRT,0.65,302.01
20.95013,86.04408,2026-08-08,1932,n,0.63,SNPP,0.54,280.28,SNPP,N,2.0NRT,2.05,306.58
20.9495,86.05014,2026-08-08,1932,n,0.63,SNPP,0.54,279.68,SNPP,N,2.0NRT,2.05,302.74
20.98516,85.13718,2026-08-08,1932,n,0.36,SNPP,0.5700000000000001,282.13,SNPP,N,2.0NRT,1.21,301.48
20.97623,85.17174,2026-08-08,1932,n,0.36,SNPP,0.5700000000000001,280.84,SNPP,N,2.0NRT,0.86,302.12
20.97055,85.1747,2026-08-08,1932,n,0.36,SNPP,0.5700000000000001,279.86,SNPP,N,2.0NRT,0.74,306.8
20.96451,85.18114,2026-08-08,1932,n,0.36,SNPP,0.5700000000000001,279.6,SNPP,N,2.0NRT,0.65,301.1
20.96523,85.17413,2026-08-08,1932,n,0.36,SNPP,0.5700000000000001,279.54,SNPP,N,2.0NRT,0.74,306.67
20.97019,85.17823,2026-08-08,1932,n,0.36,SNPP,0.5700000000000001,279.6,SNPP,N,2.0NRT,0.74,302.29
7.6444,80.95997,2026-08-08,1934,n,0.46,SNPP,0.64,286.7,SNPP,N,2.0NRT,3.48,324.28
7.64384,80.96423,2026-08-08,1934,n,0.46,SNPP,0.64,286.9,SNPP,N,2.0NRT,1.85,305.29
6.74823,81.13704,2026-08-08,1934,n,0.44,SNPP,0.62,283.37,SNPP,N,2.0NRT,0.76,303.98
34.31626,72.82005,2026-08-08,2108,n,0.38,SNPP,0.36,291.93,SNPP,N,2.0NRT,1.69,315.38
33.84938,72.87296,2026-08-08,2108,n,0.38,SNPP,0.36,292.95,SNPP,N,2.0NRT,1.4,306.89
33.69244,72.85727,2026-08-08,2108,n,0.38,SNPP,0.36,292.46,SNPP,N,2.0NRT,1.73,305.7
33.68829,72.71162,2026-08-08,2108,n,0.38,SNPP,0.36,293.23,SNPP,N,2.0NRT,3.1,314.05
33.4081,71.94009,2026-08-08,2108,n,0.39,SNPP,0.36,294.99,SNPP,N,2.0NRT,1.85,311.34
32.72028,72.92399,2026-08-08,2108,n,0.39,SNPP,0.36,288.5,SNPP,N,2.0NRT,0.62,305.56
32.73539,72.80925,2026-08-08,2108,n,0.38,SNPP,0.36,291.69,SNPP,N,2.0NRT,0.28,304.99
32.10377,74.17783,2026-08-08,2108,n,0.4,SNPP,0.37,290.57,SNPP,N,2.0NRT,3.8200000000000003,310.51
32.08747,74.16682,2026-08-08,2108,n,0.4,SNPP,0.37,290.48,SNPP,N,2.0NRT,3.73,307.55
32.29551,70.73,2026-08-08,2108,n,0.4,SNPP,0.37,297.24,SNPP,N,2.0NRT,2.37,312.53
32.29091,70.73779,2026-08-08,2108,n,0.4,SNPP,0.37,297.71,SNPP,N,2.0NRT,2.81,314.75
27.2877,73.83897,2026-08-08,2110,n,0.44,SNPP,0.38,291.65,SNPP,N,2.0NRT,1.52,306.61
28.42521,69.70253,2026-08-08,2110,n,0.4,SNPP,0.37,294.84,SNPP,N,2.0NRT,3.12,313.43
26.64085,79.47772,2026-08-08,2110,n,0.59,SNPP,0.53,279.24,SNPP,N,2.0NRT,0.85,304.21
26.6441,79.47943,2026-08-08,2110,n,0.59,SNPP,0.53,278.84,SNPP,N,2.0NRT,1.11,302.9
25.38986,68.58427,2026-08-08,2110,n,0.41000000000000003,SNPP,0.37,295.14,SNPP,N,2.0NRT,0.56,316.63
27.66929,76.13332,2026-08-08,2110,n,0.55,SNPP,0.42,290.4,SNPP,N,2.0NRT,1.49,305.1
25.38646,68.58366,2026-08-08,2110,n,0.41000000000000003,SNPP,0.37,295.02,SNPP,N,2.0NRT,0.56,309.09
27.08046,73.81846,2026-08-08,2110,n,0.44,SNPP,0.38,291.83,SNPP,N,2.0NRT,3.01,306.16
22.93194,69.69582,2026-08-08,2112,n,0.38,SNPP,0.36,293.87,SNPP,N,2.0NRT,1.9100000000000001,309.33
23.26628,70.25836,2026-08-08,2112,n,0.38,SNPP,0.36,294.58,SNPP,N,2.0NRT,1.92,317.52
17.61204,83.20204,2026-08-08,2112,n,0.77,SNPP,0.78,271.15,SNPP,N,2.0NRT,5.14,299.99
17.60958,83.20309,2026-08-08,2112,n,0.78,SNPP,0.78,271.54,SNPP,N,2.0NRT,4.39,306.71
18.9562,73.94472,2026-08-08,2112,n,0.5700000000000001,SNPP,0.43,283.13,SNPP,N,2.0NRT,1.22,306.32
20.90929,71.46087,2026-08-08,2112,n,0.42,SNPP,0.37,293.55,SNPP,N,2.0NRT,2.48,308.1
22.93524,69.69643,2026-08-08,2112,n,0.38,SNPP,0.36,294.08,SNPP,N,2.0NRT,1.9100000000000001,319.89
22.93406,69.70388,2026-08-08,2112,n,0.38,SNPP,0.36,294.25,SNPP,N,2.0NRT,1.88,308.32
23.49982,68.57675,2026-08-08,2112,n,0.4,SNPP,0.37,294.54,SNPP,N,2.0NRT,1.69,307.53
15.18023,76.66703,2026-08-08,2114,n,0.33,SNPP,0.55,275.41,SNPP,N,2.0NRT,0.53,301.02
16.6483,74.31618,2026-08-08,2114,n,0.44,SNPP,0.46,277.96,SNPP,N,2.0NRT,0.58,296.42
15.33485,76.28472,2026-08-08,2114,n,0.62,SNPP,0.54,282.69,SNPP,N,2.0NRT,0.68,298.31
14.93187,78.341,2026-08-08,2114,n,0.43,SNPP,0.62,284.01,SNPP,N,2.0NRT,0.4,300.72
15.18526,76.66817,2026-08-08,2114,n,0.33,SNPP,0.55,274.8,SNPP,N,2.0NRT,0.53,296.14
15.17838,76.67624,2026-08-08,2114,n,0.33,SNPP,0.55,276.35,SNPP,N,2.0NRT,1.0,301.88
15.17765,76.65363,2026-08-08,2114,n,0.33,SNPP,0.55,276.89,SNPP,N,2.0NRT,1.77,315.04
15.17704,76.6567,2026-08-08,2114,n,0.33,SNPP,0.55,275.83,SNPP,N,2.0NRT,0.77,307.58
15.17642,76.65977,2026-08-08,2114,n,0.33,SNPP,0.55,275.25,SNPP,N,2.0NRT,0.77,295.23
15.1377,76.70893,2026-08-08,2114,n,0.33,SNPP,0.56,274.45,SNPP,N,2.0NRT,0.29,295.3
9.75953,77.62386,2026-08-08,2114,n,0.48,SNPP,0.65,261.47,SNPP,N,2.0NRT,0.89,309.37
27.95665,95.6004,2026-08-09,644,l,0.43,SNPP,0.38,302.74,SNPP,D,2.0NRT,9.26,329.31
22.28264,91.77599,2026-08-09,644,n,0.55,SNPP,0.51,290.86,SNPP,D,2.0NRT,3.05,326.7
37.35137,95.86098,2026-08-09,646,n,0.38,SNPP,0.36,314.21,SNPP,D,2.0NRT,4.15,344.92
37.35072,95.85667,2026-08-09,646,l,0.38,SNPP,0.36,312.79,SNPP,D,2.0NRT,4.15,342.53
37.35401,95.8559,2026-08-09,646,l,0.38,SNPP,0.36,314.41,SNPP,D,2.0NRT,4.15,341.97
29.30249,90.7239,2026-08-09,646,n,0.46,SNPP,0.47000000000000003,306.49,SNPP,D,2.0NRT,3.7800000000000002,338.3
29.66758,91.21227,2026-08-09,646,n,0.43,SNPP,0.46,297.9,SNPP,D,2.0NRT,9.59,339.96
29.678,91.13467,2026-08-09,646,n,0.43,SNPP,0.46,301.74,SNPP,D,2.0NRT,2.75,338.91
29.68395,91.14246,2026-08-09,646,n,0.43,SNPP,0.46,303.41,SNPP,D,2.0NRT,3.29,338.62
29.67816,91.13667,2026-08-09,646,n,0.43,SNPP,0.46,300.83,SNPP,D,2.0NRT,5.34,344.64
29.68417,91.14444,2026-08-09,646,n,0.43,SNPP,0.46,303.75,SNPP,D,2.0NRT,5.13,341.13
29.7055,91.12065,2026-08-09,646,n,0.43,SNPP,0.46,302.33,SNPP,D,2.0NRT,3.27,333.05
9.88524,78.29355,2026-08-09,820,n,0.39,SNPP,0.36,295.04,SNPP,D,2.0NRT,19.84,335.89
6.92662,81.673,2026-08-09,820,n,0.49,SNPP,0.41000000000000003,292.61,SNPP,D,2.0NRT,7.72,335.75
