latitude,longitude,acq_date,acq_time,frp,brightness,bright_t31,confidence,risk_score,risk_level,hospital_km,industry_km,factory_km,powerplant_km,georisk_score,georisk_level
29.22012,88.95742,2026-08-07,722,11.32,349.19,311.38,n,38.6,Low,1676.61,1675.28,1680.38,1691.85,105.84,High
29.26978,88.90321,2026-08-07,722,3.97,336.33,309.42,l,25.94,Low,1677.26,1675.95,1681.03,1692.38,93.21,High
8.76202,78.18221,2026-08-07,858,5.28,335.65,274.04,n,26.54,Low,946.44,944.31,955.06,957.9,64.58,Medium
8.75627,78.18294,2026-08-07,858,5.28,351.99,275.14,n,35.62,Low,947.07,944.95,955.69,958.53,73.68,Medium
24.45387,68.30828,2026-08-07,902,4.49,335.35,294.28,n,25.78,Low,1286.94,1285.68,1285.8,1289.29,77.26,Medium
24.45394,68.31149,2026-08-07,902,4.14,335.11,298.14,n,25.39,Low,1286.67,1285.41,1285.54,1289.03,76.86,Medium
22.92664,70.10907,2026-08-07,902,3.96,333.56,292.97,n,24.39,Low,1039.98,1038.72,1038.85,1042.36,65.99,Medium
29.9692,72.58241,2026-08-07,905,1.89,333.64,293.09,n,22.88,Low,1493.6,1492.62,1492.66,1495.29,82.62,High
29.99058,72.58743,2026-08-07,905,4.97,344.35,293.35,n,31.14,Low,1495.57,1494.59,1494.63,1497.26,90.96,High
30.27074,73.32553,2026-08-07,905,8.07,352.08,294.2,n,37.76,Low,1497.31,1496.37,1496.41,1498.9,97.65,High
30.27043,73.32155,2026-08-07,905,4.6,330.42,294.05,n,23.13,Low,1497.42,1496.48,1496.51,1499.0,83.02,High
30.27128,73.32471,2026-08-07,905,8.61,367.0,294.51,h,46.46,Medium,1497.4,1496.46,1496.49,1498.98,106.35,High
30.65503,72.24939,2026-08-07,905,5.05,350.62,294.87,n,34.69,Low,1576.09,1575.1,1575.14,1577.77,97.73,High
30.66016,72.24886,2026-08-07,905,5.05,342.65,293.1,n,30.26,Low,1576.63,1575.64,1575.68,1578.31,93.32,High
30.79083,71.86834,2026-08-07,905,14.67,342.95,294.04,n,37.64,Low,1605.01,1604.01,1604.05,1606.72,101.84,High
30.78971,71.86646,2026-08-07,905,15.35,355.39,293.96,n,45.06,Medium,1604.97,1603.97,1604.02,1606.68,109.26,High
30.62494,72.0656,2026-08-07,905,2.81,330.11,293.52,n,21.61,Low,1580.35,1579.35,1579.4,1582.05,84.82,High
31.69593,73.21014,2026-08-07,905,2.58,339.71,293.91,n,26.77,Low,1649.64,1648.71,1648.76,1651.18,92.75,High
30.61991,72.13137,2026-08-07,905,5.18,355.67,293.97,n,37.59,Low,1577.2,1576.21,1576.26,1578.9,100.68,High
30.61707,72.13042,2026-08-07,905,2.56,334.09,293.6,n,23.64,Low,1576.96,1575.97,1576.01,1578.65,86.72,High
30.61736,72.13383,2026-08-07,905,2.56,337.32,293.34,n,25.43,Low,1576.85,1575.86,1575.9,1578.54,88.5,High
27.62686,69.46743,2026-08-07,905,5.3,344.75,302.75,n,31.61,Low,1436.77,1435.6,1435.69,1438.87,89.08,High
27.62732,69.47166,2026-08-07,905,5.3,336.3,303.63,n,26.92,Low,1436.53,1435.37,1435.46,1438.64,84.38,High
37.20391,68.12839,2026-08-07,905,46.07,346.14,315.83,n,62.96,Medium,2395.63,2394.64,2394.68,2397.34,158.78,Critical
29.47439,71.57051,2026-08-07,905,12.38,342.03,293.65,n,35.41,Low,1487.94,1486.9,1486.95,1489.76,94.93,High
29.47925,71.56997,2026-08-07,905,12.38,345.55,293.84,n,37.37,Low,1488.44,1487.4,1487.45,1490.25,96.91,High
26.64386,79.47507,2026-08-07,1947,2.77,295.42,265.29,n,2.31,Low,1013.2,1014.29,1015.22,1017.42,42.91,Low
25.43726,86.06737,2026-08-07,1947,1.08,310.9,290.9,n,9.64,Low,1173.84,1172.29,1177.53,1190.42,56.78,Medium
24.11555,86.86207,2026-08-07,1947,1.11,303.43,289.19,n,5.52,Low,1132.81,1130.57,1136.22,1152.76,51.04,Medium
25.03565,87.36957,2026-08-07,1947,1.86,306.65,290.57,n,7.87,Low,1237.55,1235.53,1241.05,1256.6,57.58,Medium
24.11618,86.85732,2026-08-07,1947,1.11,305.24,289.98,n,6.52,Low,1132.48,1130.24,1135.89,1152.42,52.03,Medium
35.98919,94.83079,2026-08-07,1947,0.62,296.21,283.02,n,1.14,Low,2603.34,2602.2,2606.9,2617.37,105.44,High
35.99247,94.8316,2026-08-07,1947,0.58,302.11,283.01,n,4.39,Low,2603.66,2602.52,2607.22,2617.69,108.7,High
23.73722,86.43314,2026-08-07,1949,6.64,329.09,290.81,n,23.92,Low,1072.53,1070.26,1075.93,1092.6,67.03,Medium
23.73785,86.4282,2026-08-07,1949,2.55,306.48,289.72,n,8.29,Low,1072.18,1069.91,1075.58,1092.24,51.39,Medium
23.66795,86.93554,2026-08-07,1949,2.06,298.17,281.34,n,3.31,Low,1108.43,1105.96,1111.75,1129.24,47.86,Low
23.72468,86.44123,2026-08-07,1949,1.72,304.22,289.04,n,6.41,Low,1072.3,1070.02,1075.7,1092.41,49.51,Low
23.68906,86.38818,2026-08-07,1949,1.83,303.34,290.07,n,6.01,Low,1065.61,1063.34,1069.01,1085.71,48.85,Low
23.6884,86.39319,2026-08-07,1949,1.83,301.71,289.27,n,5.1,Low,1065.97,1063.69,1069.37,1086.07,47.95,Low
27.46227,95.47478,2026-08-07,1949,1.22,297.33,277.66,n,2.21,Low,2057.63,2054.75,2060.78,2079.84,84.74,High
23.68398,86.39757,2026-08-07,1949,2.63,306.33,289.37,n,8.27,Low,1066.01,1063.73,1069.41,1086.13,51.12,Medium
23.68087,86.39198,2026-08-07,1949,3.06,302.45,289.54,n,6.43,Low,1065.35,1063.07,1068.75,1085.47,49.26,Low
23.68022,86.39696,2026-08-07,1949,2.02,309.59,289.83,n,9.62,Low,1065.7,1063.42,1069.1,1085.83,52.46,Medium
23.67646,86.39635,2026-08-07,1949,2.02,306.18,288.75,n,7.73,Low,1065.39,1063.11,1068.79,1085.53,50.56,Medium
23.69792,85.28923,2026-08-07,1949,1.32,300.5,288.09,n,4.05,Low,981.52,979.65,985.08,999.97,43.51,Low
23.67205,84.99582,2026-08-07,1949,1.86,300.43,288.25,n,4.41,Low,957.94,956.15,961.53,975.94,42.93,Low
23.66748,84.99914,2026-08-07,1949,1.32,300.96,288.84,n,4.3,Low,957.83,956.04,961.42,975.84,42.81,Low
23.6634,84.99857,2026-08-07,1949,1.32,303.84,287.12,n,5.9,Low,957.47,955.68,961.06,975.49,44.4,Low
29.26254,91.92178,2026-08-07,1949,1.44,301.34,284.78,n,4.6,Low,1885.16,1883.32,1888.73,1903.22,80.2,High
29.26521,91.92635,2026-08-07,1949,1.48,306.5,287.17,n,7.5,Low,1885.69,1883.85,1889.26,1903.75,83.13,High
29.66177,90.90686,2026-08-07,1949,1.06,299.46,286.92,n,3.27,Low,1842.55,1840.95,1846.22,1859.29,77.16,Medium
23.68464,86.39258,2026-08-07,1949,1.83,321.46,290.15,n,16.07,Low,1065.66,1063.38,1069.06,1085.77,58.91,Medium
29.37461,91.1497,2026-08-07,1949,0.94,298.36,284.63,n,2.57,Low,1837.63,1835.93,1841.26,1854.9,76.27,Medium
29.37792,91.15035,2026-08-07,1949,0.84,299.45,283.53,n,3.1,Low,1837.93,1836.23,1841.56,1855.2,76.81,Medium
23.76804,86.40265,2026-08-07,1949,5.76,326.74,290.33,n,21.95,Low,1072.25,1070.0,1075.66,1092.22,65.05,Medium
23.76739,86.40766,2026-08-07,1949,2.25,303.61,289.4,n,6.47,Low,1072.6,1070.35,1076.01,1092.58,49.59,Low
23.76556,86.39212,2026-08-07,1949,2.54,306.89,290.18,n,8.51,Low,1071.24,1069.0,1074.65,1091.2,51.57,Medium
23.76427,86.40208,2026-08-07,1949,3.28,313.91,289.85,n,12.97,Low,1071.94,1069.69,1075.35,1091.92,56.06,Medium
23.76362,86.40708,2026-08-07,1949,2.78,304.9,289.45,n,7.58,Low,1072.29,1070.04,1075.7,1092.28,50.68,Medium
23.76051,86.40147,2026-08-07,1949,3.28,320.14,290.02,n,16.43,Low,1071.63,1069.38,1075.04,1091.61,59.51,Medium
23.75105,86.41519,2026-08-07,1949,3.62,307.74,289.43,n,9.79,Low,1072.06,1069.8,1075.47,1092.08,52.88,Medium
23.74098,86.43374,2026-08-07,1949,1.96,302.97,289.88,n,5.9,Low,1072.83,1070.57,1076.24,1092.9,49.03,Low
7.53914,81.10133,2026-08-07,1953,0.63,299.6,278.51,n,3.03,Low,1115.02,1116.24,1123.99,1133.18,47.91,Low
7.50678,81.1167,2026-08-07,1953,1.9,324.18,279.67,n,17.64,Low,1118.9,1120.12,1127.88,1137.07,62.68,Medium
6.63144,81.18604,2026-08-07,1953,3.45,335.44,268.8,n,25.05,Low,1214.81,1216.03,1223.75,1232.67,73.92,Medium
6.6309000000000005,81.18976,2026-08-07,1953,3.45,298.17,268.6,n,4.35,Low,1214.97,1216.18,1223.91,1232.82,53.23,Medium
6.62731,81.18541,2026-08-07,1953,3.45,352.97,268.14,n,34.79,Low,1215.24,1216.46,1224.18,1233.09,83.68,High
6.6278500000000005,81.18169,2026-08-07,1953,2.42,297.82,267.38,n,3.38,Low,1215.09,1216.31,1224.03,1232.93,52.26,Medium
6.62676,81.18913,2026-08-07,1953,3.45,301.4,267.44,n,6.14,Low,1215.4,1216.61,1224.33,1233.25,55.04,Medium
37.35176,70.37824,2026-08-07,2125,0.51,300.06,283.52,n,3.19,Low,2328.22,2327.29,2327.32,2329.78,96.32,High
37.34845,70.37748,2026-08-07,2125,0.51,295.9,284.26,n,0.88,Low,2327.9,2326.97,2327.0,2329.46,93.99,High
32.13319,74.17912,2026-08-07,2127,0.95,307.79,293.09,n,7.82,Low,1668.88,1667.83,1668.04,1670.29,74.57,Medium
32.2928,70.73085,2026-08-07,2127,2.81,310.6,295.09,n,10.77,Low,1802.02,1801.01,1801.06,1803.75,82.85,High
28.42482,69.70239,2026-08-07,2127,5.87,316.52,296.26,n,16.36,Low,1490.6,1489.46,1489.54,1492.64,75.98,Medium
33.5473,71.54827,2026-08-07,2127,1.28,305.92,293.76,n,7.03,Low,1896.96,1896.0,1896.04,1898.57,82.91,High
32.72197,72.92547,2026-08-07,2127,1.14,305.16,294.09,n,6.5,Low,1765.95,1765.0,1765.07,1767.47,77.13,Medium
33.17331,70.45238,2026-08-07,2127,0.44,305.79,293.04,n,6.32,Low,1901.08,1900.08,1900.13,1902.8,82.36,High
32.88826,71.61584,2026-08-07,2127,2.44,309.04,294.27,n,9.63,Low,1827.09,1826.12,1826.16,1828.72,82.71,High
25.38842,68.58425,2026-08-07,2129,1.14,323.26,292.42,n,16.55,Low,1326.76,1325.52,1325.63,1329.05,69.62,Medium
26.0948,68.87952,2026-08-07,2129,0.56,307.26,296.32,n,7.23,Low,1355.46,1354.24,1354.35,1357.7,61.45,Medium
23.70372,90.53355,2026-08-08,701,3.78,331.1,292.17,l,22.89,Low,1423.91,1420.61,1426.85,1447.71,80.08,High
23.9407,90.31876,2026-08-08,701,3.46,332.3,292.54,n,23.32,Low,1416.54,1413.37,1419.54,1439.9,80.21,High
23.76534,86.40513,2026-08-08,701,6.4,331.15,288.98,n,24.88,Low,1072.25,1070.01,1075.67,1092.23,67.98,Medium
21.29586,95.51554,2026-08-08,701,2.7,331.63,293.7,n,22.37,Low,1828.39,1824.1,1830.77,1853.13,95.73,High
29.64765,90.94865,2026-08-08,703,22.55,367.0,309.09,h,56.91,Medium,1844.36,1842.75,1848.03,1861.15,130.87,Critical
29.65398,90.98617,2026-08-08,703,16.99,367.0,300.2,h,52.74,Medium,1847.46,1845.84,1851.12,1864.27,126.83,Critical
6.82226,81.80397,2026-08-08,837,4.9,336.51,289.62,n,26.74,Low,1211.84,1213.08,1220.93,1231.04,75.51,Medium
6.81376,81.77986,2026-08-08,837,3.82,345.17,287.85,n,30.74,Low,1211.99,1213.23,1221.08,1231.14,79.51,Medium
6.8258,81.76459,2026-08-08,837,3.15,336.44,288.89,n,25.38,Low,1210.24,1211.48,1219.33,1229.37,74.08,Medium
6.82072,81.803,2026-08-08,837,2.19,333.23,291.18,n,22.88,Low,1211.97,1213.21,1221.07,1231.17,71.65,Medium
6.8226700000000005,81.80707,2026-08-08,837,4.58,333.26,289.83,n,24.69,Low,1211.89,1213.13,1220.99,1231.1,73.46,Medium
6.82115,81.8061,2026-08-08,837,2.19,336.02,290.73,n,24.43,Low,1212.02,1213.26,1221.12,1231.23,73.21,Medium
6.81248,81.78204,2026-08-08,837,3.5700000000000003,334.07,289.49,n,24.38,Low,1212.2,1213.43,1221.28,1231.35,73.16,Medium
7.46902,81.17296,2026-08-08,837,4.85,330.0,292.1,n,23.08,Low,1124.46,1125.68,1133.44,1142.73,68.34,Medium
9.77946,77.68204,2026-08-08,839,2.63,333.54,296.72,n,23.38,Low,837.25,835.19,846.95,848.24,57.06,Medium
9.75537,77.6293,2026-08-08,839,10.98,367.0,295.44,h,48.24,Medium,840.46,838.4,850.25,851.39,82.05,High
27.98071,69.4438,2026-08-08,843,2.19,337.33,303.34,n,25.16,Low,1468.18,1467.02,1467.11,1470.26,83.89,High
28.83582,70.42214,2026-08-08,843,6.67,330.2,303.4,l,24.56,Low,1486.01,1484.9,1484.97,1487.97,84.0,High
22.60662,70.24954,2026-08-08,843,2.24,331.84,300.49,n,22.15,Low,1008.59,1007.32,1007.45,1010.97,62.49,Medium
24.32291,72.46162,2026-08-08,843,4.09,332.77,295.39,n,24.05,Low,963.72,962.55,962.64,965.83,62.6,Medium
32.10804,72.90211,2026-08-08,845,3.07,341.29,296.66,n,28.02,Low,1702.44,1701.51,1701.54,1703.98,96.11,High
30.9771,70.80613,2026-08-08,845,8.22,330.41,304.04,l,25.84,Low,1669.41,1668.38,1668.43,1671.21,92.61,High
30.91326,71.91548,2026-08-08,845,7.93,337.43,297.28,n,29.52,Low,1615.39,1614.4,1614.44,1617.09,94.13,High
30.86695,71.91726,2026-08-08,845,6.19,343.55,298.2,n,31.61,Low,1610.66,1609.67,1609.71,1612.37,96.03,High
30.85815,71.87492,2026-08-08,845,6.29,333.73,296.57,n,26.23,Low,1611.49,1610.5,1610.54,1613.2,90.69,High
30.79273,71.87044,2026-08-08,845,8.25,331.09,298.66,n,26.24,Low,1605.11,1604.11,1604.16,1606.82,90.44,High
30.79337,71.87579,2026-08-08,845,8.25,333.61,297.69,n,27.64,Low,1604.96,1603.96,1604.0,1606.67,91.84,High
30.74677,71.74284,2026-08-08,845,2.7,333.79,298.29,n,23.58,Low,1605.77,1604.77,1604.81,1607.5,87.81,High
30.6985,71.78544,2026-08-08,845,9.01,347.61,298.7,n,35.99,Low,1599.18,1598.18,1598.22,1600.9,99.95,High
30.6943,71.97591,2026-08-08,845,10.41,337.7,299.15,n,31.53,Low,1590.94,1589.95,1589.99,1592.65,95.17,High
30.66328,71.87726,2026-08-08,845,6.51,332.77,298.24,n,25.87,Low,1591.86,1590.86,1590.91,1593.58,89.54,High
30.66391,71.88257,2026-08-08,845,6.51,335.64,298.72,n,27.46,Low,1591.7,1590.7,1590.75,1593.42,91.13,High
30.62572,71.72218,2026-08-08,845,3.25,335.05,299.18,n,24.69,Low,1594.56,1593.56,1593.6,1596.3,88.47,High
30.65879,72.24271,2026-08-08,845,5.84,332.84,297.87,n,25.4,Low,1576.73,1575.74,1575.79,1578.41,88.47,High
30.65776,72.24519,2026-08-08,845,4.05,337.36,298.15,n,26.57,Low,1576.53,1575.54,1575.59,1578.21,89.63,High
30.63301,72.07047,2026-08-08,845,4.51,338.93,297.02,n,27.79,Low,1580.96,1579.97,1580.01,1582.66,91.03,High
30.62918,72.07106,2026-08-08,845,4.51,343.13,297.11,n,30.12,Low,1580.55,1579.56,1579.6,1582.25,93.34,High
30.61395,72.13991,2026-08-08,845,4.51,334.77,297.39,n,25.48,Low,1576.26,1575.27,1575.32,1577.96,88.53,High
30.60304,72.0806,2026-08-08,845,3.22,332.68,298.53,n,23.35,Low,1577.54,1576.55,1576.59,1579.24,86.45,High
34.44895,71.26234,2026-08-08,845,4.53,341.11,305.37,n,29.01,Low,1999.53,1998.58,1998.61,2001.12,108.99,High
33.74356,70.23043,2026-08-08,845,4.05,338.46,306.91,n,27.18,Low,1966.96,1965.96,1966.01,1968.67,105.86,High
33.74333,70.22848,2026-08-08,845,4.18,336.46,307.21,l,26.17,Low,1967.01,1966.02,1966.06,1968.72,104.85,High
37.34737,97.40837,2026-08-08,1925,0.49,301.33,289.1,n,3.88,Low,2871.5,2870.26,2875.3,2886.14,118.91,High
35.99072,94.83022,2026-08-08,1925,0.79,301.4,285.46,n,4.15,Low,2603.43,2602.29,2606.99,2617.46,108.45,High
29.37856,91.14952,2026-08-08,1928,0.33,301.29,278.88,n,3.74,Low,1837.92,1836.22,1841.55,1855.18,77.45,Medium
29.65848,90.89863,2026-08-08,1928,0.89,301.16,281.94,n,4.09,Low,1841.73,1840.13,1845.4,1858.46,77.95,Medium
30.06933,96.97936,2026-08-08,1928,0.66,297.11,284.52,n,1.67,Low,2331.78,2329.36,2335.13,2352.28,95.16,High
23.5617,87.08315,2026-08-08,1930,4.17,310.49,287.51,n,11.73,Low,1113.68,1111.11,1116.96,1134.85,56.5,Medium
23.80587,86.32827,2026-08-08,1930,1.03,309.0,287.91,n,8.55,Low,1069.02,1066.82,1072.45,1088.82,51.52,Medium
23.79856,86.35028,2026-08-08,1930,1.95,327.19,288.32,n,19.35,Low,1070.24,1068.03,1073.66,1090.08,62.37,Medium
23.79887,86.34701,2026-08-08,1930,1.95,303.72,287.78,n,6.31,Low,1070.0,1067.79,1073.43,1089.84,49.32,Low
23.79824,86.35355,2026-08-08,1930,0.87,306.5,287.78,n,7.04,Low,1070.47,1068.26,1073.9,1090.32,50.07,Medium
23.79314,86.35291,2026-08-08,1930,0.87,303.24,287.75,n,5.23,Low,1070.07,1067.85,1073.49,1089.93,48.24,Low
23.77949,86.38737,2026-08-08,1930,3.29,321.08,288.49,n,16.96,Low,1071.83,1069.6,1075.25,1091.76,60.04,Medium
23.78107,86.37106,2026-08-08,1930,0.81,303.3,287.81,n,5.22,Low,1070.65,1068.43,1074.07,1090.56,48.26,Low
23.77917,86.39056,2026-08-08,1930,1.43,311.63,287.61,n,10.31,Low,1072.06,1069.83,1075.48,1092.0,53.4,Medium
23.77692,86.36066,2026-08-08,1930,2.79,303.77,287.31,n,6.96,Low,1069.54,1067.32,1072.96,1089.44,49.95,Low
23.77661,86.36392,2026-08-08,1930,1.41,319.54,287.86,n,14.69,Low,1069.78,1067.55,1073.2,1089.68,57.69,Medium
23.77151,86.3633,2026-08-08,1930,1.41,304.89,287.15,n,6.55,Low,1069.37,1067.14,1072.79,1089.29,49.54,Low
23.7681,86.39877,2026-08-08,1930,0.92,303.31,287.23,n,5.31,Low,1071.94,1069.7,1075.35,1091.91,48.4,Low
23.76778,86.40202,2026-08-08,1930,0.29,301.64,286.08,n,3.91,Low,1072.18,1069.93,1075.59,1092.15,47.01,Low
23.76302,86.39813,2026-08-08,1930,0.97,306.55,287.32,n,7.14,Low,1071.54,1069.29,1074.95,1091.51,50.21,Medium
23.75794,86.39742,2026-08-08,1930,0.97,301.47,287.28,n,4.32,Low,1071.13,1068.88,1074.54,1091.11,47.38,Low
23.76022,86.39659,2026-08-08,1930,1.08,304.41,287.29,n,6.04,Low,1071.22,1068.97,1074.63,1091.2,49.1,Low
23.75988,86.39985,2026-08-08,1930,0.91,304.81,287.1,n,6.13,Low,1071.46,1069.21,1074.87,1091.44,49.2,Low
23.56486,87.08422,2026-08-08,1930,2.6,305.78,287.56,n,7.94,Low,1113.97,1111.41,1117.26,1135.14,52.72,Medium
22.05452,88.1247,2026-08-08,1930,3.89,312.18,287.3,n,12.46,Low,1121.74,1118.2,1124.55,1145.86,57.56,Medium
20.96631,85.1635,2026-08-08,1932,1.02,301.58,279.71,n,4.42,Low,793.37,790.0,796.27,817.35,36.39,Low
17.30454,97.0611,2026-08-08,1932,0.53,305.01,288.55,n,5.96,Low,1961.42,1959.31,1965.48,1988.32,84.71,High
20.78667,85.26571,2026-08-08,1932,0.61,302.89,278.85,n,4.84,Low,793.78,790.27,796.6,817.9,36.83,Low
20.78739,85.2589,2026-08-08,1932,1.2,310.55,277.51,n,9.54,Low,793.18,789.67,796.0,817.3,41.5,Low
20.78619,85.2653,2026-08-08,1932,0.68,300.75,279.05,n,3.7,Low,793.72,790.2,796.54,817.84,35.68,Low
20.78687,85.25846,2026-08-08,1932,1.2,308.31,278.08,n,8.29,Low,793.12,789.6,795.94,817.23,40.25,Low
21.07961,85.03843,2026-08-08,1932,1.56,302.21,282.03,n,5.18,Low,787.94,784.69,790.9,811.69,36.93,Low
20.80865,85.25416,2026-08-08,1932,1.39,305.48,278.63,n,6.86,Low,793.78,790.29,796.61,817.89,38.85,Low
20.9638,85.18809,2026-08-08,1932,1.05,307.75,278.97,n,7.87,Low,795.5,792.12,798.39,819.49,39.92,Low
20.96416,85.18463,2026-08-08,1932,0.65,302.01,279.2,n,4.38,Low,795.2,791.82,798.09,819.19,36.42,Low
20.95013,86.04408,2026-08-08,1932,2.05,306.58,280.28,n,7.97,Low,874.69,871.06,877.44,898.9,43.19,Low
20.9495,86.05014,2026-08-08,1932,2.05,302.74,279.68,n,5.84,Low,875.24,871.6,877.99,899.44,41.08,Low
20.98516,85.13718,2026-08-08,1932,1.21,301.48,282.13,n,4.51,Low,791.93,788.58,794.84,815.9,36.42,Low
20.97623,85.17174,2026-08-08,1932,0.86,302.12,280.84,n,4.6,Low,794.64,791.27,797.54,818.62,36.62,Low
20.97055,85.1747,2026-08-08,1932,0.74,306.8,279.86,n,7.11,Low,794.62,791.25,797.52,818.6,39.13,Low
20.96451,85.18114,2026-08-08,1932,0.65,301.1,279.6,n,3.88,Low,794.9,791.52,797.79,818.89,35.91,Low
20.96523,85.17413,2026-08-08,1932,0.74,306.67,279.54,n,7.04,Low,794.29,790.92,797.19,818.28,39.05,Low
20.97019,85.17823,2026-08-08,1932,0.74,302.29,279.6,n,4.61,Low,794.92,791.55,797.82,818.91,36.64,Low
7.6444,80.95997,2026-08-08,1934,3.48,324.28,286.7,n,18.88,Low,1100.05,1101.26,1108.99,1117.95,63.16,Medium
7.64384,80.96423,2026-08-08,1934,1.85,305.29,286.9,n,7.1,Low,1100.21,1101.43,1109.16,1118.12,51.39,Medium
6.74823,81.13704,2026-08-08,1934,0.76,303.98,283.37,n,5.56,Low,1201.01,1202.22,1209.94,1218.82,53.88,Medium
34.31626,72.82005,2026-08-08,2108,1.69,315.38,291.93,n,12.59,Low,1936.95,1935.95,1936.08,1938.42,90.06,High
33.84938,72.87296,2026-08-08,2108,1.4,306.89,292.95,n,7.66,Low,1886.14,1885.15,1885.27,1887.62,83.1,High
33.69244,72.85727,2026-08-08,2108,1.73,305.7,292.46,n,7.24,Low,1870.03,1869.05,1869.16,1871.52,82.04,High
33.68829,72.71162,2026-08-08,2108,3.1,314.05,293.23,n,12.91,Low,1873.84,1872.88,1872.97,1875.35,87.86,High
33.4081,71.94009,2026-08-08,2108,1.85,311.34,294.99,n,10.47,Low,1869.08,1868.14,1868.17,1870.66,85.23,High
32.72028,72.92399,2026-08-08,2108,0.62,305.56,288.5,n,6.33,Low,1765.82,1764.87,1764.93,1767.34,76.96,Medium
32.73539,72.80925,2026-08-08,2108,0.28,304.99,291.69,n,5.76,Low,1770.92,1769.99,1770.04,1772.46,76.59,Medium
32.10377,74.17783,2026-08-08,2108,3.82,310.51,290.57,n,11.48,Low,1665.76,1664.72,1664.92,1667.18,78.11,Medium
32.08747,74.16682,2026-08-08,2108,3.73,307.55,290.48,n,9.77,Low,1664.29,1663.25,1663.45,1665.71,76.34,Medium
32.29551,70.73,2026-08-08,2108,2.37,312.53,297.24,n,11.52,Low,1802.32,1801.31,1801.36,1804.06,83.61,High
32.29091,70.73779,2026-08-08,2108,2.81,314.75,297.71,n,13.08,Low,1801.54,1800.53,1800.58,1803.27,85.14,High
27.2877,73.83897,2026-08-08,2110,1.52,306.61,291.65,n,7.59,Low,1172.12,1171.13,1171.17,1173.81,54.47,Medium
28.42521,69.70253,2026-08-08,2110,3.12,313.43,294.84,n,12.58,Low,1490.63,1489.49,1489.57,1492.67,72.2,Medium
26.64085,79.47772,2026-08-08,2110,0.85,304.21,279.24,n,5.75,Low,1012.9,1013.99,1014.91,1017.13,46.34,Low
26.6441,79.47943,2026-08-08,2110,1.11,302.9,278.84,n,5.22,Low,1013.28,1014.36,1015.29,1017.5,45.82,Low
25.38986,68.58427,2026-08-08,2110,0.56,316.63,295.14,n,12.44,Low,1326.86,1325.62,1325.73,1329.15,65.51,Medium
27.66929,76.13332,2026-08-08,2110,1.49,305.1,290.4,n,6.73,Low,1143.74,1142.61,1142.94,1145.05,52.47,Medium
25.38646,68.58366,2026-08-08,2110,0.56,309.09,295.02,n,8.25,Low,1326.67,1325.43,1325.54,1328.96,61.32,Medium
27.08046,73.81846,2026-08-08,2110,3.01,306.16,291.83,n,8.46,Low,1151.97,1150.97,1151.02,1153.68,54.54,Medium
22.93194,69.69582,2026-08-08,2112,1.91,309.33,293.87,n,9.39,Low,1075.9,1074.64,1074.77,1078.29,52.43,Medium
23.26628,70.25836,2026-08-08,2112,1.92,317.52,294.58,n,13.95,Low,1048.81,1047.55,1047.67,1051.16,55.9,Medium
17.61204,83.20204,2026-08-08,2112,5.14,299.99,271.15,n,6.63,Low,489.47,487.1,493.35,516.14,26.49,Low
17.60958,83.20309,2026-08-08,2112,4.39,306.71,271.54,n,9.8,Low,489.57,487.21,493.45,516.24,29.66,Low
18.9562,73.94472,2026-08-08,2112,1.22,306.32,283.13,n,7.2,Low,482.97,481.71,481.87,485.43,26.52,Low
20.90929,71.46087,2026-08-08,2112,2.48,308.1,293.55,n,9.14,Low,806.79,805.51,805.66,809.23,41.41,Low
22.93524,69.69643,2026-08-08,2112,1.91,319.89,294.08,n,15.26,Low,1076.04,1074.78,1074.91,1078.43,58.3,Medium
22.93406,69.70388,2026-08-08,2112,1.88,308.32,294.25,n,8.81,Low,1075.33,1074.06,1074.19,1077.72,51.82,Medium
23.49982,68.57675,2026-08-08,2112,1.69,307.53,294.54,n,8.23,Low,1206.39,1205.13,1205.26,1208.79,56.49,Medium
15.18023,76.66703,2026-08-08,2114,0.53,301.02,275.41,n,3.74,Low,300.42,299.24,306.32,305.85,15.86,Low
16.6483,74.31618,2026-08-08,2114,0.58,296.42,277.96,n,1.22,Low,431.1,430.15,430.33,433.14,18.47,Low
15.33485,76.28472,2026-08-08,2114,0.68,298.31,282.69,n,2.35,Low,315.09,314.18,318.55,318.83,15.02,Low
14.93187,78.341,2026-08-08,2114,0.4,300.72,284.01,n,3.48,Low,263.7,261.57,272.65,275.21,14.21,Low
15.18526,76.66817,2026-08-08,2114,0.53,296.14,274.8,n,1.03,Low,299.91,298.73,305.79,305.33,13.13,Low
15.17838,76.67624,2026-08-08,2114,1.0,301.88,276.35,n,4.57,Low,299.98,298.79,305.93,305.44,16.67,Low
15.17765,76.65363,2026-08-08,2114,1.77,315.04,276.89,n,12.46,Low,301.54,300.36,307.37,306.93,24.62,Low
15.17704,76.6567,2026-08-08,2114,0.77,307.58,275.83,n,7.57,Low,301.39,300.21,307.24,306.79,19.73,Low
15.17642,76.65977,2026-08-08,2114,0.77,295.23,275.25,n,0.71,Low,301.24,300.06,307.11,306.65,12.86,Low
15.1377,76.70893,2026-08-08,2114,0.29,295.3,274.45,n,0.38,Low,301.43,300.21,307.7,307.11,12.54,Low
9.75953,77.62386,2026-08-08,2114,0.89,309.37,261.47,n,8.65,Low,840.06,838.0,849.86,850.99,42.44,Low
